"cluster","mean","scale","shape","logCompLik"
65,-0.34944316408223,158.683059366616,8.56277780271119,309734.783207519
166,-0.440851074569543,158.210606111169,5.91160219034811,197528.777922659
188,-0.322577161785225,84.8876871784461,6.50598370411914,207414.593794725
87,-0.322854795020595,58.7020415997399,6.89630801138766,151239.603783161
88,0.5,10,5,-1e+15
102,-0.351145260528181,88.9096301259268,9.84973235174402,309342.851077118
248,-0.300543540983223,36.3446983334922,13.1526480065147,159783.248035218
66,-0.352964343175045,159.157146163561,6.80912039387045,123852.217563179
124,-0.322815533645021,80.1609154282007,9.95286793025315,237801.866562559
249,-0.301205492308988,38.5979274322075,12.0471113307227,127354.42792703
125,-0.415167836210138,58.9552883881567,8.43426729601249,54977.9719903872
207,-0.45604711072401,10.7794206962824,7.69046385215533,211318.790835291
45,-0.51365155708476,13.3136992181643,6.42606487057128,197541.859009722
67,-0.323983868932929,257.017034841569,6.31991983516454,75090.1465997242
189,-0.616997356411119,77.9397739851654,5.54495307869592,74191.1683027762
89,-0.346131530295965,84.41399464354,8.56907952154677,197544.269735348
103,-0.436201963925193,37.2159850346603,10.061939277648,315666.769285637
227,-0.362353998513469,17.4929804662268,9.59226772976334,137713.501343554
228,-0.328869898174248,80.1143438428964,9.26934274775333,79222.2677108473
68,-0.227542089559894,128.956395023515,11.7386014655733,188499.15765775
25,-0.311260513920791,201.677240899015,5.83825950190627,143414.801154713
9,-0.37504236124756,92.339857406464,8.83773551488304,205684.217579707
145,-0.384953621216652,13.577990308132,7.6060825713063,244567.047290357
46,-0.643110961880371,11.1189590105027,7.63672954266832,69584.9273089168
167,-0.403390043382606,14.2867824154595,11.5846031896069,164442.867713403
69,-0.403579716856968,184.356014634156,6.13360892231768,168791.687150809
104,-0.374006607544844,101.061327036003,6.53527231114863,208542.377270488
146,-0.316234646527501,114.10635333997,9.80647304377137,186582.57944559
47,-0.369224532294421,83.9515555324796,6.24493468628671,172796.149557107
105,-0.277001161432331,61.2914603608362,13.2875143066804,82472.5580125697
147,-0.452124671754595,110.424819698382,7.86808357841591,138012.047120099
126,-0.397607743545429,11.5903792307009,9.94991551022237,160395.874619428
250,-0.445782482909584,12.7322311427458,7.35929561665253,90169.0050476976
7,-0.400676415627285,33.2830283007444,7.57414928113034,251765.175294005
127,0.5,10,5,-1e+15
48,-0.2795527486183,72.4216922191545,8.91635257716901,153310.509083762
106,-0.442167566711659,107.528583142613,5.93613286901479,135577.704544525
229,-0.191467988785236,40.780342341875,15.891959472864,160285.031294104
90,-0.343982574336461,15.7895450197517,7.81287706925219,88610.6634484823
148,-0.225339301865391,30.3375188223382,14.4722643944986,160863.359287633
70,-0.356378423117756,30.2668121840815,11.0769556611785,110245.058165367
26,-0.308977549933297,85.6872639741146,9.9719556466423,161538.285392821
128,-0.255133681031473,59.1091246089011,11.4445940913648,173378.358885302
168,-0.413452296082089,125.492453866105,6.43551828974057,205330.289898878
107,-0.435685043800891,107.8196146204,6.82568172671514,136445.775627144
91,-0.30489933592955,60.5355595524798,11.1057292838953,162615.766804273
49,-0.418368018550803,173.011718991204,6.83611446373194,147520.830654576
208,-0.482901705142817,13.9706607648198,6.91520054515698,172049.15717932
169,-0.27373524135772,137.001832196598,8.43304244180459,86884.1999912243
23,-0.346386501883099,137.847078744197,7.45619206012873,199908.249706854
92,-0.227076038074772,48.2202395132295,13.6315016260452,143593.404952666
27,-0.633892330680335,16.2244177276683,12.5570281024003,78496.9997018748
108,-0.342161674168447,54.0095359750622,9.47639798718417,196660.951012854
5,-0.420388805737103,98.9169985118359,9.31926075848693,209516.327723108
28,-0.421160816731214,95.8426491716585,9.05530586874595,103221.544472924
209,-0.390322088422836,78.0119526425043,6.45574294815929,184288.225629599
149,-0.336708285538662,56.4852339134231,9.62761390683677,279445.719120752
29,0.5,10,5,-1e+15
15,0.5,10,5,-1e+15
71,-0.499161934233673,11.4652817003347,8.0743208980242,93286.9319542156
230,-0.321749065342097,65.6536531611842,10.8917078384867,111965.260733273
21,-0.344941550668554,111.8772279545,7.64571306977377,146583.097337321
72,-0.392080596106148,62.2521430766888,8.1078741932225,72126.9569741402
150,-0.354140984280955,47.6680887928412,7.85624931891378,130832.190017673
109,-0.348534340221324,128.121241393666,6.66142894443812,205149.928200173
19,-0.365333102759282,15.2494488338437,9.29951111711768,271803.030382097
93,-0.400465554871571,13.3610289926852,6.84520318293208,68533.2116769007
231,-0.28210983449514,30.4913116208075,9.52660499407475,114817.139757028
11,-0.283942701418643,238.037250551394,6.28610927439399,74289.5206792139
232,-0.304038631605058,61.639705422838,10.7149326586304,74853.4021900257
3,-0.475134543353205,66.8009263739373,5.92983481436275,112107.37343584
151,-0.451948436744553,153.135848225326,6.01117627334173,139125.644027997
210,-0.265510838769196,126.24121349442,11.2184016411043,133927.684996081
94,-0.348587501602527,124.30616334852,7.4557454295113,163787.049403817
190,-0.418867432737707,68.3672684302714,8.36470455802523,278804.022577514
233,-0.343118525351263,56.9644092805967,7.89244360556353,189382.391394966
30,-0.339626617436707,145.546750280917,6.60253958860581,109884.651405865
31,0.5,10,5,-1e+15
152,-0.302670833113184,60.141540160929,7.74439093230884,137024.985720062
110,-0.346591199901792,55.1890029864196,9.18979594083337,184695.117869731
191,-0.428298835912301,62.1337468310819,7.80152191951775,232419.046499964
32,-0.385006862860852,49.3273322241532,8.7544199192732,122719.167871413
17,-0.451171516284395,12.6065555188939,6.4463462654294,154176.494873398
129,-0.465931883146921,13.555705155538,5.8555465665706,160996.155365272
153,-0.377758578540834,146.148404108574,8.39642216945712,175776.42910436
33,-0.364826648015137,100.132758173088,7.09126976918136,70734.7161750079
154,0.5,10,5,-1e+15
192,-0.458474654047061,55.5515597270677,6.6230534726901,205462.819622422
13,-0.364939686034112,110.856398533897,8.8172358878527,174063.591171451
111,-0.276589482561816,81.2476401380262,10.5958237299612,102488.781936771
50,-0.4116598402073,19.9718329433931,7.54281174393627,175675.903249541
130,-0.433824492742515,92.4843527653627,6.94004783874118,176340.534644298
193,-0.389731633422269,165.670077913172,5.91521740651819,164860.901211096
131,0.5,10,5,-1e+15
51,-0.251027978878936,106.058056907922,11.2957154260747,184534.164852508
155,-0.306725346014912,106.870675733202,7.46530518649439,143733.224798097
194,-0.275995452811373,104.421749054278,9.61408877436635,68554.2454864611
95,-0.496112469829834,12.0894411127532,7.88122627122752,167239.153120496
156,0.5,10,5,-1e+15
132,-0.459350054031422,72.6122324050261,6.83540970174053,129183.981171972
234,-0.500167630542159,12.9976250950874,8.42972667643821,186265.988082473
195,-0.342242477435244,54.219329154119,10.4320232852402,184789.600901677
73,-0.404816421076328,11.1627852784247,7.75138066158274,246445.860361884
196,0.5,10,5,-1e+15
34,-0.288115330794999,82.2491203304958,9.14830676109087,168965.710848899
211,-0.34836719209665,15.3594865174553,7.38740129370643,175715.179745822
96,-0.258880079450136,78.8544335572397,10.6638782233319,177831.03407501
235,-0.343669392873108,58.2917993588748,9.57173737141723,141824.334915085
112,-0.375685999695215,51.2295190674604,7.98231128285113,251585.160835047
113,-0.204540255611644,62.2118179214162,14.0444725914194,60628.1298358771
236,-0.338874064729163,102.425063271459,9.12080223227609,118359.883904299
157,-0.637730413023734,11.8825508402244,8.31103444332768,69816.6154920226
237,-0.442296690390323,97.0059106984159,5.95938550091769,103614.04514744
97,-0.285857476106983,145.34965661749,6.71440736519398,178343.239149762
114,-0.51688927101615,103.877266482985,5.00833172415345,161006.040537138
212,-0.366643644195808,96.2772134185433,5.93258406704333,273098.031628093
133,-0.33889103885991,15.9979594353492,8.12541266348313,98449.0335462099
238,-0.329514409208449,229.333974721013,5.45046934886309,90050.5249504191
158,-0.500536590496568,86.1082881022586,5.33969345727733,221788.708329673
115,-0.342045743362069,66.4598693997265,8.36889904493328,167700.971753974
134,-0.421241138466123,73.6700083831031,8.13705854801243,161390.170896457
98,-0.539900888269172,56.1070719067601,7.19357414540139,162863.443437045
170,-0.338198822535862,18.5807108186004,8.1765215118982,243356.013106149
35,-0.348286009451937,15.3812034655449,7.45869020351272,96729.7907974023
99,-0.307687312279467,43.4562960161125,11.446204068236,124507.770838774
135,-0.291631298515232,65.9615663004742,11.5074979609419,152607.598987305
239,-0.354568646243219,96.7544140280842,7.7656603526126,138302.459636511
171,-0.432057574124787,71.8066633099223,6.51587702376994,185230.995608867
197,-0.353412600445939,15.2322969449488,7.63633792864562,141155.726540733
116,-0.469453520041266,76.4457548667888,6.9573268028834,159538.906887086
136,-0.32510930443432,119.787590369086,7.76897661978537,128348.677343242
137,0.5,10,5,-1e+15
24,-0.435036201023133,93.393311550661,7.0960392297069,237354.288715976
36,-0.404065885370177,185.919101612007,6.65105874777561,209917.553790247
198,-0.470327875897625,57.9910074030585,6.76031917163936,127673.296756794
138,-0.36055840235673,63.6350433733855,8.63338470065406,139635.836109899
172,-0.368441068141986,126.438356451952,6.91356667674445,190690.279603881
240,-0.389477654283124,44.2030668509698,9.48329246525956,119092.275870364
173,0.5,10,5,-1e+15
52,-0.387557612108886,84.7360070487799,8.72401335379949,267787.656102906
37,-0.396498037634882,220.426271988985,6.13915438974333,199394.233760873
174,-0.389659014217461,98.425738597722,8.16988281606191,199273.499743339
159,-0.358325596258844,12.705124997768,9.42814165022464,181178.28953499
53,-0.302290402943137,62.2559030317736,11.3490819520145,208212.822107033
16,-0.288071427834789,31.4059609248766,13.4788769779678,129619.286281561
241,-0.441587144148785,12.5685900955357,7.13608942756628,110752.513513111
175,-0.379813480126529,14.2802224620399,6.51888516576794,62753.910747525
176,-0.294931183182892,66.5036195364352,8.37804449287885,72037.8518763347
213,-0.516811502356425,12.3372697455897,8.14168643313812,316683.225608369
139,-0.20181431407641,44.3448942594897,12.0326311822707,170100.157152526
177,-0.317376679137095,18.053522084379,10.9465109191294,60806.9878076793
199,-0.501124363731843,12.6294132830155,8.3358428511007,218204.935580221
14,-0.555419615202456,57.6932680459038,6.60403676249307,80316.6543224231
2,0.5,10,5,-1e+15
74,-0.478082444180124,13.2423631318288,8.72518238589791,408949.859552405
20,-0.387612966614745,119.245258177883,7.92219033929771,84016.9271154136
75,-0.337648504938162,121.575526369541,8.41884218389227,72284.0001638538
178,-0.49380311456935,100.116588491164,7.68588415898784,124102.744215812
117,-0.483738834962655,15.555165960838,6.81996037292207,189760.702546199
179,-0.325651576210636,94.6972939092801,9.77647228237974,112517.170751948
76,-0.445794187883988,38.8628666920429,7.4824481875876,214557.146348303
200,-0.404460267915087,90.2470498969424,8.82250835566648,214252.778109182
118,-0.341235263368115,51.0135418093803,11.047824676644,246273.644068321
54,-0.501098106410137,18.7961207254392,8.37223746144999,253293.902325343
77,-0.283815749519524,45.5420218335043,12.0206973266248,157930.028875907
78,0.5,10,5,-1e+15
214,-0.439470235445056,13.9953204551776,7.99929346175595,207062.413264993
18,-0.366971386672889,11.4089508153698,8.62213819020124,185133.623492345
215,-0.310519395463531,55.0066582489057,13.5034569268132,231782.7169428
180,-0.515541271398801,151.669706581551,4.37733276211988,174051.962473983
216,-0.360589349263805,113.398549012774,5.76426163793783,153913.402492653
119,-0.418324355600256,13.4756653008783,8.15023744544381,228857.124412083
217,-0.223809916272007,34.642564715276,13.7333509733077,129037.027399989
55,-0.423834071390393,12.4253195020965,7.8311735328335,257958.258091225
218,-0.314850071008554,80.8807530396673,9.90955241515357,173927.529175718
56,-0.280685958444798,15.8185321431265,7.70110494709516,169742.072067803
57,-0.32877042258788,136.168629230239,8.42338845170024,201763.852648221
219,-0.414081215449998,13.3735659912134,8.73692072741081,264795.262213685
22,-0.299992803681659,54.774012689093,9.72440716925015,150283.059192168
220,-0.412798881231367,11.7424485005793,7.09885195435558,64204.3832490219
