ELI,TMR,EA,cluster,mean_intensity,n_points,flagged,indicator_threshold,mean_threshold
0.3011693615676815,1.276177622421062,2.684760903405058,1,0.678831962892684,5580,FALSE,0.32344683921867895,0.6638807745701447
0.3229498936795973,1.2390811536144855,3.387090395038839,10,0.6646291159884191,6158,FALSE,0.32344683921867895,0.6638807745701447
0.28787436027787155,1.2082154252918726,2.699081288889023,100,0.6860341194099218,7341,FALSE,0.32344683921867895,0.6638807745701447
0.1803113744173921,1.1164105989757287,3.1337476651911507,101,0.761608122011057,3311,FALSE,0.32344683921867895,0.6638807745701447
0.25119189216691173,1.1427755615105777,3.3096405546356253,102,0.7112807203581482,9163,FALSE,0.32344683921867895,0.6638807745701447
0.33231902144623476,1.143272790949455,2.4653004267383714,103,0.6548420530348972,9700,TRUE,0.32344683921867895,0.6638807745701447
0.26823243416034664,1.2502604268103283,2.6656521448929875,104,0.7014581352710684,7633,FALSE,0.32344683921867895,0.6638807745701447
0.17929356385439282,1.1077895435113756,3.1327031141427417,105,0.7627078546147883,2283,FALSE,0.32344683921867895,0.6638807745701447
0.33230273493432533,1.2672785840916756,3.185979526147955,106,0.6582803571390051,4958,TRUE,0.32344683921867895,0.6638807745701447
0.3293273551109363,1.2745592251199704,3.0704864542072094,107,0.6587157159639582,4593,TRUE,0.32344683921867895,0.6638807745701447
0.2402966778190611,1.1561950981076714,3.29282589766393,108,0.718750705776957,6393,FALSE,0.32344683921867895,0.6638807745701447
0.24317934823256415,1.2412731142675082,2.875337852478481,109,0.7194614288163694,7267,FALSE,0.32344683921867895,0.6638807745701447
0.19575079061840722,1.2329978989273476,2.9889271224266696,11,0.7589865950456824,2676,FALSE,0.32344683921867895,0.6638807745701447
0.24141576924287875,1.2001412079472824,3.21188719326506,110,0.7173843887233132,6018,FALSE,0.32344683921867895,0.6638807745701447
0.18060428083142704,1.1567922341220651,3.3633903519073054,111,0.7627583546548643,3133,FALSE,0.32344683921867895,0.6638807745701447
0.26639649733667775,1.214298034776473,3.2872233939255993,112,0.7002130904672514,8811,FALSE,0.32344683921867895,0.6638807745701447
0.10333537399252081,1.1127437746156779,2.986464930183413,113,0.821787120749903,1639,FALSE,0.32344683921867895,0.6638807745701447
0.4057026959439887,1.3780256180389898,2.6403930205167514,114,0.6131379381020701,6314,TRUE,0.32344683921867895,0.6638807745701447
0.2533299736779552,1.1618860742648967,3.390438126401724,115,0.7133892243884659,5971,FALSE,0.32344683921867895,0.6638807745701447
0.36251059522492224,1.2244174218747594,3.3302721810254634,116,0.6376490967485299,5458,TRUE,0.32344683921867895,0.6638807745701447
0.35711660275071566,1.2339358358239652,2.6562198215499517,117,0.6413978971109875,7663,TRUE,0.32344683921867895,0.6638807745701447
0.23698782591441722,1.155587319043511,3.1196165160242924,118,0.7195914912144576,7271,FALSE,0.32344683921867895,0.6638807745701447
0.3012674150359309,1.199638889361105,2.7601164945414896,119,0.6775657506667063,8821,FALSE,0.32344683921867895,0.6638807745701447
0.383873964621812,1.2890092165243923,2.7162953493265687,12,0.6264397652588567,9013,TRUE,0.32344683921867895,0.6638807745701447
0.26134070985141433,1.2043576712318083,3.5284843602479508,120,0.7059924140388434,3887,FALSE,0.32344683921867895,0.6638807745701447
0.17429838804522618,1.2099976094272158,2.9865971000766502,121,0.773413823063954,4136,FALSE,0.32344683921867895,0.6638807745701447
0.2016948659733159,1.1617529880478092,3.1540121155228213,122,0.7456922162804517,4698,FALSE,0.32344683921867895,0.6638807745701447
0.3317021151158502,1.2358035601565467,3.2849287157143205,123,0.6577374032616999,7084,TRUE,0.32344683921867895,0.6638807745701447
0.22555661815285652,1.1655175042479216,3.3558958068358384,124,0.7295191848944385,7308,FALSE,0.32344683921867895,0.6638807745701447
0.3053434025075431,1.199968660458453,3.072410185806622,125,0.6729231000979138,1775,FALSE,0.32344683921867895,0.6638807745701447
